minutes_watched,CLV,region,channel,1,2,3,4,5,6,7,8,PCA_PC1,PCA_PC2,GMM_Segment
1054.0,172.8,2,7,0,0,0,0,0,0,1,0,1.5200327819720936,0.21425949955878176,0
9138.0,245.98,2,4,0,0,0,1,0,0,0,0,1.2546840125417598,0.08597618661299541,0
2128.0,333.9,0,3,0,0,1,0,0,0,0,0,-2.8923814482589894,1.6610984800792021,1
3875.0,331.99,0,3,0,0,1,0,0,0,0,0,-2.8817255057701003,1.6929020567513051,2
12436.0,84.96,2,3,0,0,1,0,0,0,0,0,1.4067858279198728,1.382212271627629,0
3564.0,62.58,2,1,1,0,0,0,0,0,0,0,1.581648902243111,-0.8587863089303249,0
2571.0,36.0,0,8,0,0,0,0,0,0,0,1,-2.0107419050521895,-1.5992878421218117,3
214.0,119.0,0,3,0,0,1,0,0,0,0,0,-2.165835880946036,0.5096681402925346,1
10616.0,350.09,2,7,0,0,0,0,0,0,1,0,0.9396413570019206,1.3544145808340307,0
55539.0,313.2,2,3,0,0,1,0,0,0,0,0,0.7328905294034086,3.5838423593331803,2
11578.0,285.36,2,3,0,0,1,0,0,0,0,0,0.7229724030779573,2.3929712123168287,2
766.0,177.41,2,1,1,0,0,0,0,0,0,0,1.1843317227340866,-0.3345792393860521,0
2912.0,269.97,0,6,0,0,0,0,0,1,0,0,-2.4520601681942202,0.2884162373797907,3
3229.0,62.58,2,1,1,0,0,0,0,0,0,0,1.5808515711083544,-0.8667695358856151,0
37167.0,388.62,2,3,0,0,1,0,0,0,0,0,0.4325806683515903,3.5341193187761233,2
59.0,129.6,2,4,0,0,0,1,0,0,0,0,1.6290060094594985,-0.7292419577621543,0
1390.0,46.0,2,4,0,0,0,1,0,0,0,0,1.9165854955290362,-1.1277070707755767,0
2778.0,227.78,1,4,0,0,0,1,0,0,0,0,-0.6797109497355597,1.3101694676685172,2
613.0,184.44,0,1,1,0,0,0,0,0,0,0,-2.2676752085621605,-1.0584990602613191,3
9005.0,285.36,0,1,1,0,0,0,0,0,0,0,-2.5910365989060202,-0.33920557038429133,3
4315.0,149.99,2,3,0,0,1,0,0,0,0,0,1.1662216242422458,1.523311776814208,0
262.0,174.0,2,4,0,0,0,1,0,0,0,0,1.478438040849039,-0.4959336733796972,0
4308.0,184.45,2,3,0,0,1,0,0,0,0,0,1.0489702371758116,1.7004670324699374,0
89131.0,496.08,0,7,0,0,0,0,0,0,1,0,-2.7978776272985852,3.220246256297138,2
2327.0,330.6,2,3,0,0,1,0,0,0,0,0,0.547045311783425,2.4053081012681248,2
1602.0,184.43,2,7,0,0,0,0,0,0,1,0,1.4817712032507329,0.28716354099863334,0
671.0,269.76,0,6,0,0,0,0,0,1,0,0,-2.4566795254634646,0.23393141902673464,3
2408.0,82.04,2,2,0,1,0,0,0,0,0,0,1.7787749680233735,-0.4103426770285644,0
6937.0,174.0,2,7,0,0,0,0,0,0,1,0,1.5299524058308107,0.36062938054152943,0
